Model,Pris,Kørte_kilometer,Link_til_bil,scrapedate,Pris_DKK,Pris_med_afgift
VW ID.4 Pro Performance Navi ACC LED Sitzhzg RearView,35977,5742,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894894989num_on_page2page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,268028.65,335035.8125
VW ID.4 Volkswagen Pure Performance Navi LED GRA LaneAssist FrontAssist,299000,22557,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891044370num_on_page4page1search_id56283486titleVWID.4Gebrauchtwagensuchenundvergleichen12Gebrauchtwagen.de,2024-11-22,2227550,2784437.5
VW ID.4 Volkswagen PURE NAVI LED KAMERA SITZH,27880,10607,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903793521num_on_page3page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,207706,259632.5
VW ID.4 Volkswagen GTX 4MotionAHKRFKLHZACC,43890,19500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1864212955num_on_page4page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,326980.5,408725.625
VW ID.4,28570,68180,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875141450num_on_page1page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,212846.5,266058.125
VW ID.4 Pro Performance WÄRMENAVIAHKACCRCAM,36620,19990,httpswww.12gebrauchtwagen.decpartnercar_ad_id1895031403num_on_page2page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,272819,341023.75
VW ID.4 PURE AHK NAVI LED APPCONNECT PDC,23940,27019,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891023993num_on_page3page7search_id56301756titleVWID.4gebrauchtkaufen,2024-11-22,178353,222941.25
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ALLRADNAVIAH,37500,59600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877578650num_on_page3page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,279375,349218.75
VW ID.4 Pure LED NAV SHZ RearView ParkAssist AppCon,26940,23087,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868827210num_on_page4page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,200703,250878.75
VW ID.4 Volkswagen Pro Performance 150 kW,33000,16600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905794609num_on_page1page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,245850,307312.5
VW ID.4 Volkswagen Pro Performance HeadUpNaviLEDPDCKamera,33973,32524,httpswww.12gebrauchtwagen.decpartnercar_ad_id1900229475num_on_page2page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,253098.85,316373.5625
VW ID.4 150 kW Pro Performance mit InfotainmentPak,45190,4592,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875211319num_on_page3page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,336665.5,420831.875
VW ID.4 GTX 4MOTION AHK Massage HUD 360,52880,9653,httpswww.12gebrauchtwagen.decpartnercar_ad_id1818775469num_on_page4page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,393956,492445
VW ID.4 Pro Perf. 1st Max 21 WÄRMEP. ACC MATRIX PANO,31490,55219,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907868776num_on_page5page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,234600.5,293250.625
VW ID.4 Pro Performance AHK Navi LED ACC Klima SHZ,38760,10115,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868988398num_on_page1page7search_id56379157titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Pure Ganzjahresreifen KAMERA KEYLESS LED BT,24950,9339,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901142630num_on_page1page8premiumfalsesearch_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,185877.5,232346.875
VW ID.4 Pro Performance Max HeadUpMatrixPanoDCC,34050,55500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868977343num_on_page2page8premiumfalsesearch_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,253672.5,317090.625
VW ID.4 Pro SportPaket PDACH AHK WPumpe NAVI,42740,23750,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891025140num_on_page3page8premiumfalsesearch_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,318413,398016.25
VW ID.4 Pro Performance Navi AHK LED ACC PDC Klima,30990,60501,httpswww.12gebrauchtwagen.decpartnercar_ad_id1883743475num_on_page1page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,230875.5,288594.375
VW ID.4 GTX 4MOTION PANO NAVI LED AHK,44630,9218,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903394860num_on_page2page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,332493.5,415616.875
VW ID.4 Pro Goal 286 PS 77 kWh 1GangAutomatik AHK,53643,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1804033295num_on_page3page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,399640.35000000003,499550.43750000006
VW ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET,35180,63002,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907811848num_on_page4page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,262091,327613.75
VW ID.4 Pure Performance Navi LED,24160,28660,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891021251num_on_page5page8search_id56301786titleVWID.4gebrauchtkaufen,2024-11-22,179992,224990
VW ID.4 Volkswagen Tech ACC HuD PANO IQ.LIGHT WÄRMEPUMPE 20Z,34950,19905,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897396884num_on_page1page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,260377.5,325471.875
VW ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK NAVICLIMA,30500,29100,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877445692num_on_page2page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,227225,284031.25
VW ID.4 GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,50670,17000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875241655num_on_page3page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,377491.5,471864.375
VW ID.4 Pure ACC Leichtmetallfelgen Ganzjahresreifen,24450,38329,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875216880num_on_page4page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,182152.5,227690.625
VW ID.4 Volkswagen PURE LM19 AHK NAVIPRO ACC PDC LED,26880,52088,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897531209num_on_page5page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,200256,250320
VW ID.4 Volkswagen Pro Performance,32000,65000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897490969num_on_page1page8search_id56301786titleVWID.4gebrauchtkaufen,2024-11-22,238400,298000
VW ID.4 Pro Performance 1st Max 77 KWh HUD 360 AHK DCC Panoramadach,30090,109732,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875115966num_on_page1page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,224170.5,280213.125
VW ID.4 Pure Performance,25770,29798,httpswww.12gebrauchtwagen.decpartnercar_ad_id1870675377num_on_page2page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,191986.5,239983.125
VW ID.4 GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,50670,17000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875109723num_on_page3page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,377491.5,471864.375
VW ID.4 Pro Performance 21HUDPANORAMATOPSPOSI,42990,50000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1739497669num_on_page4page8search_id56379223titleVWID.4gebrauchtkaufen,2024-11-22,320275.5,400344.375
VW ID.4 Pro IQ.Light ACC Navi Wärmepumpe,49950,11750,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868935581num_on_page1page9premiumfalsesearch_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,372127.5,465159.375
VW ID.4 Volkswagen GTX 4Motion 220 kW 1GangAutomatik,38490,21632,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897306743num_on_page2page9premiumfalsesearch_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,286750.5,358438.125
VW ID.4 Pure Navi LED Climatronic LaneAssist,23777,10000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1893195790num_on_page3page9premiumfalsesearch_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,177138.65,221423.3125
"VW ID.4 Volkswagen Pure Performance 12552 294,ohne Anzahlung",29949,13220,httpswww.12gebrauchtwagen.decpartnercar_ad_id1892219193num_on_page1page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,223120.05000000002,278900.0625
VW ID.4 Volkswagen Pro,39000,40000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897215276num_on_page2page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,290550,363187.5
VW ID.4 Volkswagen GTX 4MOTION AHKPANORAMA21ZOLLGARANTIEVE,45975,153,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891566457num_on_page3page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,342513.75,428142.1875
VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI,37384,9950,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903393929num_on_page4page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,278510.8,348138.5
VW ID.4 Pro Performance ACCLANEASSIS.NAVIDAB,38970,12148,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873065193num_on_page5page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,290326.5,362908.125
VW ID.4 Volkswagen Pro Performance IQ.Light NaviPro AHK ACC 21,35450,39248,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876064365num_on_page1page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,264102.5,330128.125
VW ID.4 Pro 77 kWh MOVE Kamera SHZ Harman Assist,55918,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868989392num_on_page2page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,416589.10000000003,520736.37500000006
VW ID.4 Pro Performance 1st 82kWhLEDWÄRMEPUMPE,37990,39800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1872931951num_on_page3page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,283025.5,353781.875
VW ID.4 GTX 4Motion HEADUPAHKMATRIXACCNAVILM,39374,27250,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890782279num_on_page4page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,293336.3,366670.375
VW ID.4 Volkswagen Pro Navi ACC LED PDC,349000,7336,httpswww.12gebrauchtwagen.decpartnercar_ad_id1889990365num_on_page5page9search_id56301804titleVWID.4gebrauchtkaufen,2024-11-22,2600050,3250062.5
VW ID.4 Volkswagen 4Motion GTX,45000,25000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897324625num_on_page1page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,335250,419062.5
VW ID.4 PURE NAVILEDACCSHZ,27412,11600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898677783num_on_page2page9search_id56301804titleVWID.4gebrauchtkaufen,2024-11-22,204219.4,255274.25
VW ID.4 Pure Wärmepumpe ACC Kamera EasyOpen Keyless,26950,17541,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901126619num_on_page2page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,200777.5,250971.875
VW ID.4 Pro 150kW 1Gang Automatik 4 Türen,33290,25975,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891017742num_on_page4page9search_id56301804titleVWID.4gebrauchtkaufen,2024-11-22,248010.5,310013.125
VW ID.4 Volkswagen Pro Performance 150 kWBatterie84 KWACC...,35300,32000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897652531num_on_page3page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,262985,328731.25
VW ID.4 Volkswagen Pure 52 kWh 125 kW Pure mit Infotainm.P...,30990,24000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876627765num_on_page1page9search_id56379267titleVWID.4gebrauchtkaufen,2024-11-22,230875.5,288594.375
"VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Navi 0,99",44550,12977,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876286055num_on_page1page10premiumfalsesearch_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,331897.5,414871.875
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro ex Taxi,21800,143000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876262882num_on_page2page10premiumfalsesearch_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,162410,203012.5
VW ID.4 220kw 4 Motion GTX AHK WÄRMEPUMPE 20 LM ACC,45790,16000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907952604num_on_page3page10premiumfalsesearch_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,341135.5,426419.375
VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open,362000,25966,httpswww.12gebrauchtwagen.decpartnercar_ad_id1887456124num_on_page1page10search_id56301827titleVWID.4gebrauchtkaufen,2024-11-22,2696900,3371125
VW ID.4 Volkswagen Pro Performance Navi LED AHK,38659,14000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897913606num_on_page1page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,288009.55,360011.9375
VW ID.4 Volkswagen PURE NAVIHEAD UPACCSHZPDC,389000,39900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898931985num_on_page3page10search_id56301827titleVWID.4gebrauchtkaufen,2024-11-22,2898050,3622562.5
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh Bluetooth,50678,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898912533num_on_page2page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,377551.10000000003,471938.87500000006
VW ID.4 PURE AHK NAVI LED APPCONNECT PDC,24590,27019,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888455880num_on_page3page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,183195.5,228994.375
VW ID.4 PURE NAVIPRO LED DAB APPCON CLIMATRONIC,23730,26530,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888351167num_on_page1page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,176788.5,220985.625
VW ID.4 Pro 210 kW Goal,56980,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1804089991num_on_page2page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,424501,530626.25
VW ID.4 Volkswagen Pro Goal,570000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1887457220num_on_page1page1search_id56257735titleAllegebrauchtenVWID.4inWC3BCrzburgaufeinenBlick,2024-11-22,4246500,5308125
VW ID.4 Pro Performance 77 kWh AHK WÄPU IQLED,37880,7900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905489947num_on_page3page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,282206,352757.5
VW ID.4 GTX 4M AHKPANOHdUpAreaViewWärmeMatrix,43870,6300,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868948379num_on_page4page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,326831.5,408539.375
VW ID.4 Volkswagen PRO 128kW,42990,13500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899168478num_on_page1page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,320275.5,400344.375
"VW ID.4 Volkswagen Pro Performance 150 kW, Matrix,AHK,ACC,360",34650,26700,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904913584num_on_page2page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,258142.5,322678.125
VW ID.4 GTX 4motion AHK ACC Navi HUD EasyOpen 360K,48785,9685,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877502218num_on_page3page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,363448.25,454310.3125
VW ID.4 GTX 4M 220kWMatrixPANOAHKKAMACC,41960,38595,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907899030num_on_page4page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,312602,390752.5
VW ID.4 Volkswagen Pro 128 kW,42990,23500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899152341num_on_page5page10search_id56379324titleVWID.4gebrauchtkaufen,2024-11-22,320275.5,400344.375
VW ID.4 Pro PerformanceAHKKAMWärmepumpeMatrix,37460,23487,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907901586num_on_page1page11premiumfalsesearch_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,279077,348846.25
VW ID.4 PRO PERFORMANCE LEDKAMPANOAHKWÄRMEPUMPE,41179,18350,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877552644num_on_page2page11premiumfalsesearch_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,306783.55,383479.4375
VW ID.4 Volkswagen Pro Performance,36900,17000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1867456418num_on_page3page11premiumfalsesearch_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,274905,343631.25
VW ID.4 PRO PERFORMANCE 77KWh NAVI PRO,30970,12287,httpswww.12gebrauchtwagen.decpartnercar_ad_id1893216412num_on_page1page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,230726.5,288408.125
VW ID.4 PURE NAVI PDC LED,24530,31774,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903475436num_on_page2page11search_id56301865titleVWID.4gebrauchtkaufen,2024-11-22,182748.5,228435.625
VW ID.4 Volkswagen Pro Performance AHK PANO REAR VIEW WÄRMEP,40450,18490,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903551495num_on_page2page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,301352.5,376690.625
VW ID.4 Volkswagen Pro Goal,546000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1887459623num_on_page4page11search_id56301865titleVWID.4gebrauchtkaufen,2024-11-22,4067700,5084625
VW ID.4 Volkswagen Pro Performance 204PS 77 kWh AHK ALU WR Pumpe,34400,23000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897466084num_on_page3page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,256280,320350
VW ID.4 Pro NAVIACCKAMERAKLIMALMEASYOPENZV,50593,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1815286126num_on_page1page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,376917.85000000003,471147.31250000006
VW ID.4 Volkswagen Pro Performance 204PS 77kWh SportKomfort,38900,12230,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894141733num_on_page2page11search_id56301865titleVWID.4gebrauchtkaufen,2024-11-22,289805,362256.25
VW ID.4 Pro Performance 77 kWh,38850,31000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901072211num_on_page2page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,289432.5,361790.625
VW ID.4 Volkswagen Pure NaviACCWKR,26990,17500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897603730num_on_page3page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,201075.5,251344.375
VW ID.4 Pro Performance AHK MatrixLED KLIMA,37229,17299,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875098917num_on_page4page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,277356.05,346695.0625
VW ID.4 Pro 195 kW 4MOTION SHZNAVCARPLAYAHKBT,39450,12950,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901220008num_on_page1page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,293902.5,367378.125
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro,36990,508,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904893520num_on_page2page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,275575.5,344469.375
VW ID.4 Volkswagen Pure GOAL 125 kW 170 PS 52 kWh 1GangAutomatik,391000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1848442345num_on_page4page11search_id56301865titleVWID.4gebrauchtkaufen,2024-11-22,2912950,3641187.5
VW ID.4 Pro Performance Matrix Keyless Rfk WiRä,30889,29997,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901027586num_on_page3page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,230123.05000000002,287653.8125
VW ID.4 Volkswagen NAVISHZACCLED Pure 109 kW City,23970,21009,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903745999num_on_page1page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,178576.5,223220.625
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,65947,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1804020266num_on_page2page11search_id56379390titleVWID.4gebrauchtkaufen,2024-11-22,491305.15,614131.4375
VW ID.4 Pro Pakete Komf.DesignInfot.Assistenz,45490,6000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905524793num_on_page1page12premiumfalsesearch_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,338900.5,423625.625
VW ID.4 Pro Perf. 1st Max 21 WÄRMEP. ACC MATRIX PANO,32640,55219,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903475714num_on_page2page12premiumfalsesearch_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,243168,303960
VW ID.4 Volkswagen Pure Performance 125 kW,25990,16500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901336705num_on_page3page12premiumfalsesearch_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,193625.5,242031.875
VW ID.4 Volkswagen GTX Sportpaket Plus Wärmepumpe,42900,40000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897532766num_on_page1page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,319605,399506.25
VW ID.4 Pro Perf. IQ.LIGHT 20 PANO NAVI AREAVIEW ACC,35749,26790,httpswww.12gebrauchtwagen.decpartnercar_ad_id1848463124num_on_page2page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,266330.05,332912.5625
VW ID.4 Pro Performance 82 kWh Wärmep.AHK8fach,37890,6100,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901098307num_on_page3page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,282280.5,352850.625
VW ID.4 Volkswagen GTX 4M ACC Navi DCC 8fach 20 IQ.Light HUD,33389,34950,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899223757num_on_page4page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,248748.05000000002,310935.0625
"VW ID.4 Volkswagen Pro Performance Navi,Matrix,AHKACC",41960,24444,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894197330num_on_page5page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,312602,390752.5
VW ID.4 Volkswagen Pro Performance 204PS 77kWh,29400,16060,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894217263num_on_page1page12search_id56301887titleVWID.4gebrauchtkaufen,2024-11-22,219030,273787.5
VW ID.4 Pro Performance 150kW77KWhMatrix20quot,36850,36941,httpswww.12gebrauchtwagen.decpartnercar_ad_id1849720550num_on_page1page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,274532.5,343165.625
VW ID.4 GTX 4Motion WärmepumpeAHK Garantie,46380,17500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1730154586num_on_page2page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,345531,431913.75
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,55938,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1848562948num_on_page3page12search_id56379456titleVWID.4gebrauchtkaufen,2024-11-22,416738.10000000003,520922.62500000006
