Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil,car_id
349.900 kr.,VW ID.4GTX 4Motion 5d,"2/2023, 2.000 km, 496 km rækkevidde, El","Lækker VW ID.4 GTX med godt udstyr, lavt kmtal og anhængertræk. . WLTP rækkevidde på 496 km.. . Udstyr vi vil nævne. Apple CarplayAndroid AutoMirrorlink. Varmepumpe. Svingbart anhængertræk. Adaptiv fartpilot m. laneassist. Parkeringsensorer forbag. Navigation. Bluetooth telefoni musikstreaming. Trådløs mobiloplader. Lyssensor. Regnsensor. . Se bilen på. Håndværkervej 22, 9000 Aalborg. . Mulige tilkøb. 24 Mdr. Garanti forsikring Kr. 8995,. Undervognsbehandling Kr. 5600,. . VI TAGER GERNE DIN BRUGTE BIL I BYTTE OG DEN NYE NYE BIL KAN FINANSIERES MED OG UDEN UDBETALING. Betinget af endelig kreditgodkendelse . . Andet udstyr. Armlæn, Bagagerumsdækken, Højdejusterbart førersæde, Justerbart rat, Kopholder, Læderrat, Multijusterbart rat, Rat m. varme, Splitbagsæde, Stofindtræk, Varme i rat, Aircondition, Android Auto, Apple CarPlay, Aut. nedblændeligt bakspejl, Automatgear, Bluetooth, Centrallås, DAB radio, Digital instrumentering, Elfoldbare spejle, Elfoldbare spejle m. varme, Elhåndbremse, Elruder for, Elruder forbag, Elspejle, Elspejle mvarme, Elspejle med varme, Fartpilot, Fartpilot adaptiv, Fjernbetjent centrallås, Håndfri telefon, Infocenter, Klimaanlæg, Klimaanlæg 2zoner, Kopholder, Kørecomputer, Mirror link, Multifunktionsrat, Musikstreaming via bluetooth, Navigation, Nøglefri døre, Nøglefri start, Parkeringssensor bag, Parkeringssensor for, Parkeringssensor forbag, Radio, Regnsensor, Servo, Sædevarme for, Trådløs mobilopladning, Udvendig temperaturmåler, USB stik, ABS, Airbag, Antispin, Automatisk nødbremsesystem, Dæktrykssensor, ESP, Fartbegrænser, Isofix, Lyssensor, Selealarm, Skiltegenkendelse, Startspærre, Træthedsregistrering, Vejbaneassistent, Elektrisk parkeringsbremse, 20 Alufælge, Alufælge, Anhængertræk, Anhængertræk svingbart man., Hækspoiler, LED baglygter, LED forlygter, LED kørelys, Metallak, Mørktonede ruder bag, Tagræling, Tonede ruder, fjernlysassistent","Aalborg, Nordjylland",id2916,Detaljer,"Håndværkervej 22, 9000 Aalborg",CVR-nr.: 65782928,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6038418,6038418
218.900 kr.,VW ID.4Pro Performance 5d,"3/2021, 91.000 km, 517 km rækkevidde, El","Reg. 31032021. . Seneste service v. 87.026 km. d. 02042024. . Bemærk dette udstyr. . Adaptiv fartpilot. Varmepumpe. Sort loftsbeklædning. Parkeringsklima m. tids og temperaturindstilling. 20 alufælge. Elklapbare sidespejle m. varme. Parkeringssensor forbag. Bakkamera. Fuld LED forlygter m. fjernlysassistent. Træthedsregistrering. Skiltegenkendelse. Vognbaneassistent. Automatisk nødbremsesystem. Original navigation. Digitalt cockpit. Trådløs android auto trådløs apple carplay. Nøglefri betjening v. opstart. Regnsensor. Sædevarme i forsæder. 2 zone klima. Varme i rat varme i forrude. . WLTP rækkevidde 496 km. Batteristørrelse 76 kWh. . Vi tilbyder montering af svingbart træk på denne bil for 19.000, . . . . ️. Køb bilen ubeset. . Er bilen du kigger på, noget for dig, så har du nu muligheden for at købe bilen ubeset. Vi aftaler alle detaljer på forhånd via. Mobil eller Email, sørger for at have en eventuel finansiering klar, og klargøre bilen mekanisk.. . Når du kommer frem, gennemgår vi sammen bilen... . Når bilen er godkendt af dig, sætter vi nummerplader på bilen, og du er klar til at køre hjem i din nye brugte bil.. . . ️. Vi Tilbyder Go safe garanti på din nye bil Forhør om pris. . Attraktiv finansiering tilbydes. med og uden udbetaling. . . ️. Vi levere i hele Danmark. . Har du købt en bil, og ønsker at få bilen leveret til din hjem adresse, har du også mulighed for det.. . Jylland Fyn 1.500 Kr.. . Sjælland 3.000 Kr.. . Gælder kun bro faste områder.. . . . Øvrigt udstyr. . Aut.gear, fuldaut. klima, alarm, fjernb. c.lås, højdejust. førersæde, auto. nedbl. bakspejl, udv. temp. måler, fartpilot, kørecomputer, infocenter, startspærre, 4x elruder, automatisk startstop, dæktryksmåler, elektrisk parkeringsbremse, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, usbc tilslutning, armlæn, isofix, kopholder, delkunstlæder, læderrat, splitbagsæde, automatisk lys, led kørelys, airbag, abs, antispin, esp, servo, tagræling, mørktonede ruder i bag, ikke ryger","Vejle Øst, Syd- og Sønderjylland",id10887,Detaljer,"Stiftsvej 29E, 7120 Vejle Øst",CVR-nr.: 35469044,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6322462,6322462
254.900 kr.,VW ID.4Pro Performance 1ST 5d,"5/2021, 38.000 km, 490 km rækkevidde, El","Sprød ID.4 Pro performance 1ST. . Bilen kommer med en masse lækkert udstyr heraf kan der bla. nævnes følgende. . Assistentpakke. Komfortpakke. 20 Alu. Fælge. Interiørpakke Style Brun. Bakkamera samt PSensorer For Bag. Navigation Discover pro. Rratvarme. ElKlapbare Sidespejle. Eksteriørpakke Silver. Tonede Ruder. . Og meget mere... . . Eventuelle ekstra tilkøb . . Keramisk Coating Kr. 6.495, . Lakforsegling Kr. 2.995, . Undervognsbehandling Kr. 4.990, . . Vi tilbyder følgende . . Mulighed for at få din gamle bil med i handlen . Attaraktive finansieringsmuligheder . Mulighed for prøvekørselfremvisning af bilen . Kør i din gamle bil indtil du overtager den nye","Glostrup, København",id1380,Detaljer,"Hovedvejen  193, 2600 Glostrup",CVR-nr.: 36553103,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6267885,6267885
319.800 kr.,VW ID.4Pro Performance 5d,"11/2023, 20 km, 531 km rækkevidde, El","VW ID.4 Pro Performance. . BLACK WEEK FÅ VINTERHJUL TIL INDKØBSPRIS KONTAKT OS FOR MERE INFORMATION . . ️ Første registrering 112023. Kørt 20 KM. Farve Moonstone Grey. Indtræk Gråt stof. Rækkevidde 518 KM WLTP. . BEMÆRK DENNE BIL ER FABRIKSNY . . SPAR KR. 96.774, IFHT., SAMME KONFIGURATION PÅ VWS HJEMMESIDE. . . Udstyr. . Assistentpakke PLUS. 360 Graders kamera. Blind Spot Sensor. Adaptiv Fartpilot m. Travel Assist. Lane Assist. Elbagklap med easy open funktion. Nøglefri betjening. IPA Intelligent Parking Assistant Parkeringsassistent. Varmepumpe. Designpakke. Matrix Forlygter. Dynamic Light Assist. Tonede ruder. Multimediepakke PLUS. Navigation Discover Pro. Head Up Display. Trådløs Mobilopladning. Komfortpakke PLUS. Variabel bagagerumsbund. 3Zonet klimaanlæg. Svingbart træk. AppConnect. 21 Narvik alufælge m. sommerdæk. Varme i sæder og rat. VW Soundssystem. Og meget, meget mere.... . Attraktiv finansiering med og uden udbetaling Kontakt salgsafdelingen. . Populære tilvalg. . Vinterhjul komplet Kr. 12.995,. 2 års FRAGUS garanti FRA kun Kr. 5.995,. Undervognsbehandling Kr. 4.995,. . Kontakt os for yderligere information eller for at booke en prøvekørsel.. . Der tages forbehold for tastefejl.. . ️ Bilen er importeret, så der kan være udstyrsmæssige forskelle fra danske biler.","Køge, Syd- og Vestsjælland",id5528,Detaljer,"Københavnsvej 128, 4600 Køge",CVR-nr.: 44887029,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6321573,6321573
319.800 kr.,VW ID.4Pro Performance 5d,"11/2023, 20 km, 531 km rækkevidde, El","VW ID.4 Pro Performance. . BLACK WEEK FÅ VINTERHJUL TIL INDKØBSPRIS KONTAKT OS FOR MERE INFORMATION . . ️ Første registrering 112023. Kørt 20 KM. Farve Moonstone Grey. Indtræk Gråt stof. Rækkevidde 518 KM WLTP. . BEMÆRK DENNE BIL ER FABRIKSNY . . SPAR KR. 86.774, IFHT., SAMME KONFIGURATION PÅ VWS HJEMMESIDE. . . Udstyr. . Assistentpakke PLUS. 360 Graders kamera. Blind Spot Sensor. Adaptiv Fartpilot m. Travel Assist. Lane Assist. Elbagklap med easy open funktion. Nøglefri betjening. IPA Intelligent Parking Assistant Parkeringsassistent. Varmepumpe. Designpakke. Matrix Forlygter. Dynamic Light Assist. Tonede ruder. Multimediepakke PLUS. Navigation Discover Pro. Head Up Display. Trådløs Mobilopladning. Komfortpakke PLUS. Variabel bagagerumsbund. 3Zonet klimaanlæg. Svingbart træk. AppConnect. 21 Narvik alufælge m. sommerdæk. Varme i sæder og rat. VW Soundssystem. Og meget, meget mere.... . Attraktiv finansiering med og uden udbetaling Kontakt salgsafdelingen. . Populære tilvalg. . Vinterhjul komplet Kr. 12.995,. 2 års FRAGUS garanti FRA kun Kr. 5.995,. Undervognsbehandling Kr. 4.995,. . Kontakt os for yderligere information eller for at booke en prøvekørsel.. . Der tages forbehold for tastefejl.. . ️ Bilen er importeret, så der kan være udstyrsmæssige forskelle fra danske biler.","Køge, Syd- og Vestsjælland",id5528,Detaljer,"Københavnsvej 128, 4600 Køge",CVR-nr.: 44887029,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6321530,6321530
299.900 kr.,VW ID.4Life 5d,"6/2024, 5.000 km, 359 km rækkevidde, El","FREMHÆVET UDSTYR PÅ DENNE BIL. Anhængertræk med svingbar krog og elfrigørelse 1.000 KG. Adaptiv fartpilot. Navigation Discover Pro. AppConnect inkl. Wireless Apple Carplay og Android Auto. Indtræk i ArtVelour microfleece. Multifunktionsrat med varme. Varmepumpe. Startpakke 1 x bagagerumsbakke i blødt materiale, 1 sæt gummimåtter for bag, 1 sæt Premium tekstilmåtter for bag, og 1 x ParkOne Solar i sort. . Farve Glacier white metallic. Elektrisk rækkevidde 358 km. Op til 115 kW DC opladning 1080 på 28 min.. . aut., varme i rat, airc., fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, højdejust. førersæde, elruder, 4x elruder, elspejle, elklapbare sidespejle, elklapbare sidespejle m. varme, elspejle mvarme, automatisk parkerings system, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, led kørelys, airbag, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, svingbart træk elektrisk, service ok","Næstved, Syd- og Vestsjælland",id12757,Detaljer,"Bassinbuen  24, 4700 Næstved",CVR-nr.: 16213306,https://www.bilbasen.dk/brugt/bil/vw/id4/life-5d/6290821,6290821
267.500 kr.,VW ID.4Pro Performance 5d,"3/2022, 52.700 km, 517 km rækkevidde, El","Gør et kup på en virkelig velkørende elbil med plads til hele familien ID.4 Pro Performance. . ️️️️️ Vores kunder har talt vi gør det Fremragende på Trustpilot ️️️️️. . Rækkevidde på batteri WLTP 487 km. AC ladning 3 faser op til 11 kw. DC ladning 125 kw max. Batteristørrelse 77 kWh. . Særligt nævneværdigt udstyr. IQ Matrix forlygter. Panorama Glastag. Adaptiv Fartpilot. Apple Carplay Android Auto. Parkeringssensorer for bag. Digital Cockpit. Navigation Discover Pro. Multifunktionslæderrat m. varme. Front assist. Keyless start. Klimaanlæg. Skiltegenkendelse. . Yderligere nævneværdigt udstyr. DAB radio. Elfoldbare sidespejle m. varme. Splitbagsæde. Regnsensor. ISOFIX. Kørecomputer. Dæktryksmåler. Træthedsregistrering. USBC tilslutning. Airbags. Automatisk nedblænding af bakspejl.. Elektrisk håndbremse. Meget mere.... . Bemærk bilen er importeret og kan variere i udstyr i forhold til den danske udstyrsliste.. . Velkommen hos Aunsbjerg. . Vi viser gerne bilen frem over et videokald. Alle vores biler kan reserveres online i 48 timer. Vi holder åbent alle ugens 7 dage. Vi hjælper gerne med en serviceaftale, der matcher dit behov, så du slipper for uforudsigelig værkstedsregninger. Vi tager gerne din nuværende bil i bytte. Vi hjælper gerne med finansiering. Vores 4 værksteder servicerer alle bilmærker. . Ring eller skriv til os vi bestræber os på at svare inden for 24 timer.. 77 333 000 infoaunsbjerg.com","Kolding, Syd- og Sønderjylland",id2257,Detaljer,"Platinvej 1, 6000 Kolding",CVR-nr.: 18628139,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6336893,6336893
299.700 kr.,VW ID.4Pro Performance 5d,"8/2021, 35.000 km, 514 km rækkevidde, El","3 ting der er værd at tage med i sammenligningen. UDSTYR IQ.Lights, TopSport sædepakke, Soltag m.m.. Elektrisk svingbart træk Værdi 14.000 kr.. MED VARMEPUMPE. . Her sælger vi en yderst pæn og velholdt ID.4 Pro Performance 204HK med det store 77KWh batteri.. . Af udstyr har bilen følgende. Anhængertræk med svingbar krog. Panorama glastag. Headup display med Augmented Reality. TopSportsæder m. integreret nakkestøtte. Blind Spot Sensor Adaptiv fartpilot. Travel assist inkl. Lane Assist, TrafficJam Assist og Emergency Assist. IQ.Lights Ultra intelligent matrixlygte. Bakkamera inkl. 360 gr. Area View. Parkeringssensor for bag. 19 Originale Hamar sommerhjul. Glacier White Metallic. Elklapbar spejle samt eljusterbar med varme. Tonede ruder bag. Elsvingbart træk. Multifunktionsrat i læder MED VARME. Automatisk lystænding. Wireless AppConnect. Nøglefri betjening. ElBagklap. Store Discover Pro skærm inkl. Navigation. Bluetooth til mobil telefoni eller musikstreaming. Variabel baggagerumsbund. Varme i sæder. 4x USBC porte 2 for 2 bag. Induktiv opladning af telefon. Med meget mere. . Vi samarbejder med Volkswagen Semler Finans og Santander, så vi kan tilbyde dig super attraktiv finansiering med eller uden udbetaling.. Kontakt os for at høre nærmere om mulighederne på den pågældende bil . . Hvorfor vælge os . Vi er en af Danmarks ældste Volkswagen forretninger med en grundlæggelse af Ernst Hartmann i september 1949.. Vores salgsafdeling er specialuddannede i mærket og til at yde dig den bedste rådgivning, så du føler dig tryg, og får opfyldt præcis dine behov, når du skal vælge din nye bil. . . ÅBNINGSTIDER I SALGSAFDELINGEN. Mandag Fredag 0900 1700. Søndag 1300 1600. . Vi glæder os til at se dig hos. ‍️ Next Mobility Haderslev Så ved jeg, at det blir en go dag ‍️","Haderslev, Syd- og Sønderjylland",id2034,Detaljer,"Hirsevej 1, 6100 Haderslev",CVR-nr.: 27918395,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6329278,6329278
249.800 kr.,VW ID.4Pro Performance Family 5d,"5/2021, 86.700 km, 511 km rækkevidde, El","VW ID.4 Pro Performance Family. . BLACK WEEK FÅ VINTERHJUL TIL INDKØBSPRIS KONTAKT OS FOR MERE INFORMATION . . ️ Første registrering 52021. Kørt 87.000 KM. Farve Moonstone Grey. Indtræk Brunt læder Alcantara. Rækkevidde 518 KM WLTP. . . Udstyr. Glastag. Assistentpakke . Bakkamera. Nøglefri betjening. Adaptiv Fartpilot. Lane Assist. Varmepumpe. Designpakke. Matrix Forlygter. Dynamic Light Assist. Tonede ruder. Multimediepakke . Navigation. Trådløs Mobilopladning. Komfortpakke PLUS. Variabel bagagerumsbund. 3Zonet klimaanlæg. Svingbart træk. AppConnect. 19 alufælge m. sommerdæk. Varme i sæder og rat. Og meget, meget mere.... . Attraktiv finansiering med og uden udbetaling Kontakt salgsafdelingen. . Populære tilvalg. . Vinterhjul komplet Kr. 12.995,. 2 års FRAGUS garanti FRA kun Kr. 5.995,. Undervognsbehandling Kr. 4.995,. . Kontakt os for yderligere information eller for at booke en prøvekørsel.. . Der tages forbehold for tastefejl.. . ️ Bilen er importeret, så der kan være udstyrsmæssige forskelle fra danske biler.","Køge, Syd- og Vestsjælland",id5528,Detaljer,"Københavnsvej 128, 4600 Køge",CVR-nr.: 44887029,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-family-5d/6351781,6351781
319.700 kr.,VW ID.4Pro Performance 5d,"11/2023, 20 km, 531 km rækkevidde, El","VW ID.4 Pro Performance. . BLACK WEEK FÅ VINTERHJUL TIL INDKØBSPRIS KONTAKT OS FOR MERE INFORMATION . . ️ Første registrering 112023. Kørt 20 KM. Farve Moonstone Grey. Indtræk Gråt stof. Rækkevidde 518 KM WLTP. . BEMÆRK DENNE BIL ER FABRIKSNY . . SPAR KR. 86.774, IFHT., SAMME KONFIGURATION PÅ VWS HJEMMESIDE. . . Udstyr. . Assistentpakke PLUS. 360 Graders kamera. Blind Spot Sensor. Adaptiv Fartpilot m. Travel Assist. Lane Assist. Elbagklap med easy open funktion. Nøglefri betjening. IPA Intelligent Parking Assistant Parkeringsassistent. Varmepumpe. Designpakke. Matrix Forlygter. Dynamic Light Assist. Tonede ruder. Multimediepakke PLUS. Navigation Discover Pro. Head Up Display. Trådløs Mobilopladning. Komfortpakke PLUS. Variabel bagagerumsbund. 3Zonet klimaanlæg. Svingbart træk. AppConnect. 21 Narvik alufælge m. sommerdæk. Varme i sæder og rat. VW Soundssystem. Og meget, meget mere.... . Attraktiv finansiering med og uden udbetaling Kontakt salgsafdelingen. . Populære tilvalg. . Vinterhjul komplet Kr. 12.995,. 2 års FRAGUS garanti FRA kun Kr. 5.995,. Undervognsbehandling Kr. 4.995,. . Kontakt os for yderligere information eller for at booke en prøvekørsel.. . Der tages forbehold for tastefejl.. . ️ Bilen er importeret, så der kan være udstyrsmæssige forskelle fra danske biler.","Køge, Syd- og Vestsjælland",id5528,Detaljer,"Københavnsvej 128, 4600 Køge",CVR-nr.: 44887029,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6321466,6321466
319.800 kr.,VW ID.4Pro Performance 5d,"11/2023, 20 km, 531 km rækkevidde, El","VW ID.4 Pro Performance. . BLACK WEEK FÅ VINTERHJUL TIL INDKØBSPRIS KONTAKT OS FOR MERE INFORMATION . . ️ Første registrering 112023. Kørt 20 KM. Farve Moonstone Grey. Indtræk Gråt stof. Rækkevidde 518 KM WLTP. . BEMÆRK DENNE BIL ER FABRIKSNY . . SPAR KR. 86.774, IFHT., SAMME KONFIGURATION PÅ VWS HJEMMESIDE. . . Udstyr. . Assistentpakke PLUS. 360 Graders kamera. Blind Spot Sensor. Adaptiv Fartpilot m. Travel Assist. Lane Assist. Elbagklap med easy open funktion. Nøglefri betjening. IPA Intelligent Parking Assistant Parkeringsassistent. Varmepumpe. Designpakke. Matrix Forlygter. Dynamic Light Assist. Tonede ruder. Multimediepakke PLUS. Navigation Discover Pro. Head Up Display. Trådløs Mobilopladning. Komfortpakke PLUS. Variabel bagagerumsbund. 3Zonet klimaanlæg. Svingbart træk. AppConnect. 21 Narvik alufælge m. sommerdæk. Varme i sæder og rat. VW Soundssystem. Og meget, meget mere.... . Attraktiv finansiering med og uden udbetaling Kontakt salgsafdelingen. . Populære tilvalg. . Vinterhjul komplet Kr. 12.995,. 2 års FRAGUS garanti FRA kun Kr. 5.995,. Undervognsbehandling Kr. 4.995,. . Kontakt os for yderligere information eller for at booke en prøvekørsel.. . Der tages forbehold for tastefejl.. . ️ Bilen er importeret, så der kan være udstyrsmæssige forskelle fra danske biler.","Køge, Syd- og Vestsjælland",id5528,Detaljer,"Københavnsvej 128, 4600 Køge",CVR-nr.: 44887029,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6321441,6321441
