Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil
239.999 kr.,VW ID.4Pro 5d,"3/2022, 35.000 km, 518 km rækkevidde, El","EV Specs 

🔋 EL Rækkevidde op til 514 km
🔋 Batterikapacitet: 76, 6 kWh
🔋 El forbrug 186 Wh/km	
🔋 Lade stik: Type 2 og CCS Combo
🔋 AC Lade Kraft : 11 kW
🔋 AC lade tid (m. 11 & 22kW Type 2 AC lader): Cirka 8 timer og 15min
🔋 DC Lade Kraft: 143kW
🔋 DC Hurtigladning (m. 150 kW CCS Combo Lader): 10% - 80% på Cirka 27 min 

Highlights 

● Ambient kabinelys 
● Vognbaneassistent
● Automatisk Nødbremsesystem 
● Apple CarPlay & Android Auto
● Trådløs Opladning
● Regnsensor
● Sædevarme
● El Klapbare sidespejle m. Varme
__________________________________________________________
Komplet Udstyrsliste
aut., airc., fuldaut. klima, 2 zone klima, fjernb. c.lås, nøglefri betjening, kørecomputer, infocenter, udv. temp. måler, regnsensor, sædevarme, auto. nedbl. bakspejl, højdejust. forsæder, 4x el-ruder, el-spejle, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, læderrat, automatisk lys, fuld led forlygter, airbag, abs, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, ikke ryger
__________________________________________________________ 

Åbningstider i salgsafdeling Alle hverdage fra kl. 9.00 – 17.00
Åbningstider i salgsafdeling lørdag og søndag fra kl. 11.00 – 16.00

KRAFT BILER TILBYDER MERE END BARE EN GOD BILHANDEL:

✔️FINANSIERING MED VALGFRI UDBETALING (FRA 0 KR. I UDBETALING) 

✔️ Mulighed for budget sikkerhed
Vælg en fast rente, så kender du den månedlige ydelse i hele lånets forløb

✔️KRAFT all inclusive serviceaftale.
Ingen uforudsete udgifter i forbindelse med service, reparationer og nedbrud på din bil

✔️Forlæng garantiperioden.
Større og længere tryghedsperiode

✔️BILLIG KASKOFORSIKRING, OGSÅ NÅR DU ER UNDER 25 ÅR. 

✔️TIL KØB KRAFT ALL INCLUSIVE, EN SERVICEAFTALE SOM OMFATTER AL SERVICE, VEDLIGEHOLDELSE OG NEDBRUD PÅ DIN NYINDKØBTE BRUGTE BIL. 

✔️DE FLESTE AF VORES BILER ER ”KRAFT KØREKLAR” DVS. LEV. PÅ 30 MIN. 

✔️ KØB EKSTRA UDSTYR, VINTERHJUL, UNDERVOGNSBEHANDLING FRA EGET VÆRKSTED.","Fredericia, Syd- og Sønderjylland",id2392,Detaljer,"Navervej 2-4, 7000 Fredericia",CVR-nr.: 28859309,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6341218
189.700 kr.,VW ID.4Pure 5d,"6/2021, 75.000 km, 345 km rækkevidde, El","HIGHLIGHTS: 
✔ 2-FASET AC OPLADNING 
✔ 110 KW DC OPLADNING 
✔ ADAPTIV FARTPILOT 
✔ SÆDEVARME 
✔ P-SENSOR FOR & BAG 
✔ LED FOR & BAGLYGTER 
✔ APPLE CARPLAY & ANDROID AUTO 
✔ NAVIGATION 
✔ SKILTEGENKENDELSE 
✔ KLIMAANLÆG 
✔ OG M.M.

Komplet udstyrsliste
 aut., fuldaut. klima, airc., fjernb. c.lås, sædevarme, højdejust. førersæde, 4x el-ruder, parkeringssensor (bag), parkeringssensor (for), el-spejle m/varme, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, kopholder, stofindtræk, læderrat, automatisk lys, fuld led forlygter, airbag, vognbaneassistent, automatisk nødbremsesystem, Der tages forbehold for taste-/trykfejl","Risskov, Østjylland",id5183,Detaljer,"Ravnsøvej 9, 8240 Risskov",CVR-nr.: 26038545,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6333581
259.900 kr.,VW ID.41ST 5d,"5/2021, 56.000 km, 499 km rækkevidde, El","aut., alu., airc., fuldaut. klima, alarm, fjernb. c.lås, nøglefri betjening, adaptiv fartpilot, kørecomputer, infocenter, startspærre, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, el-ruder, el-spejle, el-klapbare sidespejle, bakkamera, parkeringssensor (for), parkeringssensor (bag), automatisk start/stop, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, android auto, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, airbag, abs, antispin, esp, servo, vognbaneassistent, ikke ryger , svingbart træk (manuel)

Her i Fyns-bilsalg tilbyder vi finansiering fra 0 kr. i udbetaling på alle vores biler, vi tilbyder også leasing muligheder på udvalgt biler, !✅ Kontakt os for mere info.

Se denne og flere biler på www.fyns-bilsalg.dk. Har vi ikke det du søger, så kan vi nok skaffe det. Både nye og brugte biler!✅","Bogense, Fyn",id6784,Detaljer,"Odensevej 136, 5400 Bogense",CVR-nr.: 41092823,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-5d/6279687
288.700 kr.,VW ID.4Pro Performance 5d,"11/2022, 58.000 km, 531 km rækkevidde, El","Den populære ID.4 Pro Performance
Med masser af udstyr, den byder bl.a. på :

✅ 20"" alufælge
✅ Digital cockpit
✅ Adaptiv fartpilot
✅ Svingbart anhængertræk
✅ Bakkamera
✅ Navigation
✅ Skiltegenkendelse
✅ Og meget mere....

Vi tilbyder vores kunder den absolut største tryghed i en bilhandel:

👍 REDRIVE - Alle vores biler har gennemgået en kosmetisk og teknisk klargøring og gennemgået på en lang række kontrolpunkter inden køb og levering
👍 FINANSIERING - Vi tilbyder fast- og variabel rente, med- og uden udbetaling, kort- eller lang løbetid… Kort og godt vi tilpasser finansieringen dine ønsker og behov
👍 FORSIKRING - Vi arbejder sammen med mange af de bedste forsikringsselskaber og tilbyder en forsikringsløsning, hvor prisen er lav – og dækningen god!
👍 SERVICEAFTALE - Ønsker du serviceaftale så tilbyder vi flere forskellige løsninger – alt afhængig af bilen og dine ønsker
👍 GARANTI - Ønsker du mere end købelovens bestemmelser, så har vi mulighed for at tilbyde dig yderligere dækninger, således du trygt kan køre i bilen i mange år




aut., 20"" alufælge, varme i rat, 2 zone klima, fjernb. c.lås, nøglefri betjening, kørecomputer, infocenter, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, automatisk start/stop, skiltegenkendelse, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, armlæn, isofix, læderrat, splitbagsæde, kopholder, dellæder, automatisk lys, tonede ruder, vognbaneassistent, svingbart træk (elektrisk)","Vejen, Syd- og Sønderjylland",id4367,Detaljer,"Vestermarksvej 1, 6600 Vejen",CVR-nr.: 77552812,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6358911
229.500 kr.,VW ID.4Pro Performance Life 5d,"6/2021, 65.000 km, 518 km rækkevidde, El","Er du på jagt efter en moderne elbil med masser af kræfter og udstyr? Så tag et nærmere kig på denne VW ID.4 Pro fra 2021. Med sine 204 HK og smarte design er bilen perfekt til både lange ture og daglig kørsel i bymiljøet.

⭐️⭐️⭐️⭐️⭐️ Vores kunder har talt - vi gør det Fremragende på Trustpilot ⭐️⭐️⭐️⭐️⭐️

Rækkevidde på batteri - WLTP: 487 km
AC ladning: 3 faser op til 11 kw
DC ladning: 125 kw (max)
Batteristørrelse: 77 kWh

Særligt nævneværdigt udstyr:
- Svingbarttræk
- Varmepumpe
- 19"" alufælge
- Navigation Discover Pro m. 10"" touchskærm
- Apple Carplay / Android Auto
- 2-zoners klimaanlæg
- Skiltegenkendelse
- Parkeringssensorer for og bag
- Digital Cockpit
- Multifunktionslæderrat med justerbar ratstamme
- Sædevarme

Yderligere nævneværdigt udstyr:

- DAB radio
- ikke ryger
- Armlæn for og bag
- El-sammenklappelige sidespejle, elektrisk indstilligelige
- Splitbagsæde
- ISOFIX
- Regnsensor
- Automatisk nødbremsefunktion
- Kørecomputer
- Dæktryksmåler
- Træthedsregistrering
- USB-C tilslutning
- Airbags
- Automatisk nedblænding af bakspejl.
- Elektrisk håndbremse
- Tagrægling
- Meget mere...

Bemærk - bilen er importeret og kan variere i udstyr i forhold til den danske udstyrsliste.

Velkommen hos Aunsbjerg

📱 Vi viser gerne bilen frem over et videokald
🔏 Alle vores biler kan reserveres online i 48 timer
🗓 Vi holder åbent alle ugens 7 dage
💸 Vi hjælper gerne med en serviceaftale, der matcher dit behov, så du slipper for uforudsigelig værkstedsregninger
🤝 Vi tager gerne din nuværende bil i bytte
📑 Vi hjælper gerne med finansiering
🔧 Vores 4 værksteder servicerer alle bilmærker

📞 📧 Ring eller skriv til os – vi bestræber os på at svare inden for 24 timer.
77 333 000 – info@aunsbjerg.com","Egå, Østjylland",id12049,Detaljer,"Øsselbjergvej  25, 8250 Egå",CVR-nr.: 18628139,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-5d/6287069
221.900 kr.,VW ID.4Pro Performance 1ST 5d,"6/2021, 67.000 km, 490 km rækkevidde, El","FULDAUT. KLIMA
ADAPTIV FARTPILOT
SÆDEVARME
VARME I RAT
BAKKAMERA PARKERINGSSENSOR (FOR & BAG)
NAVIGATION
DIGITALT COCKPIT
VOGNBANEASSISTENT
LED LYGTER
DELLÆDER
FJERNLYSASSISTENT

aut., alu., c.lås, fjernb. c.lås, kørecomputer, infocenter, startspærre, airbag, abs, antispin, esp, servo, airc., varme i rat, fuldaut. klima, 2 zone klima, nøglefri betjening, fartpilot, auto. nedbl. bakspejl, udv. temp. måler, sædevarme, højdejust. førersæde, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, vognbaneassistent, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, mørktonede ruder i bag, automatisk nødbremsesystem, fuld led forlygter, led kørelys, automatisk lys, fjernlysassistent, tages forbehold for tastefejl.","Randers SV, Østjylland",id20254,Detaljer,"Messingvej 20b, 8940 Randers SV",CVR-nr.: 43896113,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6355970
309.900 kr.,VW ID.4Pro Performance 5d,"5/2023, 14.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring!

Bilen står klar til omgående levering!

Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil!

Batteri & Lade Specifikationer
- Rækkevidde på 517 km WLTP!
- 77 kWh Batteri!
- 3 faset Opladning!
- 8 års garanti på batteri!
- Hurtigladning: 125 kW (10-80 %): ca. 34 min.

Bemærkelsesværdig Udstyr:
*Originalt svingbart træk
*Udvidet garanti til D 22/5-2028 / 100.000 Km. 
*Travel Assist 
*Adaptiv fartpilot
*Vognbaneassistent
*Blindvinkelsassistent
*IQ LED forlygter med fjernlysassistent
*Navigation
*Trådløs Apple CarPlay/Android Auto
*Trådløs mobilopladning 
*360"" kamera med parkeringssensorer
*Digitalt cockpit
*Ambiente belysning
*Varme i forsæder & rat
*El Bagklap 
*Automatisk nødbremsesystem

*Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot*

Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 % af vores biler bliver solgt online

Vi sidder altid klar på telefonen til, at modtage jeres henvendelser - tøv ikke med, at ringe 66119560

OBS! Importbil, udstyr kan afvige fra Dansk standard.","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6250725
379.900 kr.,VW ID.4GTX 4Motion 5d,"12/2023, 8.000 km, 496 km rækkevidde, El","* Topmodellen GTX med firehjulstræk og 299 hk
* Panorama glastag
* 360 graders kamera og park assist plus
* Matrix LED IQ Light
* Headup display med augmented reality
* Org. 21"" alufælge og meget mere

FINANSIERING: 
Vi tilbyder altid attraktive finansieringsløsninger både med og uden udbetaling. Kontakt os for tilbud tilpasset din økonomi.

UDSTYR: 
varmepumpe, aut.gear/tiptronic, Sort tag, Ambientebelysning i 30 valgfrie farver, Climatronic klimanlæg 2 zoner, LED Matrix forlygter IQ.Light, 125 kW DC opladning, Varmepumpe Thermostyring, Multimedia pakke Plus, Assistentpakke Plus, Grenadilla Black metallak, Designpakke Plus, 21"" Letmetalfælge Narvik, 21"" alufælge, usb tilslutning, adaptiv fartpilot, android auto, apple carplay, auto. nedbl. bakspejl, el betjent bagklap, automatisk parkerings system, 360° kamera, bakkamera, parkeringssensor (bag), parkeringssensor (for), esp, blindvinkelsassistent, vognbaneassistent, automatisk nødbremsesystem, 2 zone klima, dab+ radio, automatisk lys, fjernlysassistent, kurvelys, led kørelys, fuld led forlygter, dæktryksmåler, elektrisk parkeringsbremse, varme i forrude, sædevarme, højdejust. forsæder, armlæn, headup display, digitalt cockpit, bluetooth, musikstreaming via bluetooth, trådløs mobilopladning, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, køreprofilindstilling, tonede ruder, multifunktionsrat, læderrat, varme i rat, navigation, nøglefri betjening, glastag, 4x el-ruder, el-klapbare sidespejle m. varme, regnsensor, udv. temp. måler, træthedsregistrering, skiltegenkendelse, ikke ryger

SERVICE- OG REPARATIONSAFTALE:
Få større tryghed med en service- og reparationsaftale. Kontakt os for tilbud tilpasset dit kørselsbehov.

BYTTEBIL: Vi tager alle biler i bytte uanset mærke, stand og km. 

📞 70 70 10 21 💻 www.semlermobility.dk 📧 salg-vw-gladsaxe@semlermobility.dk 📍 Dynamovej 5 – 2860 Søborg 🚗 Semler Mobility Gladsaxe","Søborg, København",id7674,Detaljer,"Dynamovej 5, 2860 Søborg",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6271877
299.800 kr.,VW ID.4Pro Performance 5d,"4/2023, 35.000 km, 531 km rækkevidde, El","19"" alufælge, varme i rat, fuldaut. klima, 2 zone klima, fjernb. c.lås, nøglefri betjening, kørecomputer, infocenter, startspærre, auto. nedbl. bakspejl, udv. temp. måler, sædevarme, højdejust. førersæde, 4x el-ruder, el-klapbare sidespejle m. varme, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, læderrat, automatisk lys, led kørelys, esp, servo, automatisk nødbremsesystem, tagræling, lev. nysynet, service ok, mulighed for tilkøb af træk til 1000kg m/bremser og 750 kg u/bremser - Træk kan vejes op til 1200kg.

Fin ID.4, bilen er med varmepumpe og har bla også app styring til bla forvarmning og nedkøling af kabine og Trådløs carplay & android auto. 

Vi tilbyder brugtvognsattest ved bilkøb samt mulighed for levering i hele Danmark.

Billig finansiering - også uden udbetaling via bl.a. Santander Bank og Accept auto.
Vores kampagnetilbud på finansiering er ofte billigere end bankernes.

Se mere på www.hbg.dk eller få en prøvetur i bilhuset: Teknologiparken 2, 9440 Aabybro.

Åbent alle hverdage kl. 10:00 - 17:00 og Søndag kl. 12:00 - 16:00.  

Mikkel: mobil/sms 60 16 02 54
Mail: salg@hbg.dk

Vognnr : 3564

Forbehold for tastefejl.","Aabybro, Nordjylland",id11902,Detaljer,"Teknologiparken 2-4, 9440 Aabybro",CVR-nr.: 14952705,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6246840
274.500 kr.,VW ID.4Pro Performance 5d,"5/2022, 19.000 km, 513 km rækkevidde, El","🔵 Flot ID.4 Pro Performance

Fremhævet udstyr:
✅ Adaptiv Fartpilot
✅ Lane Assist
✅ 19"" ""Hamar"" Alufælge

Pakker:
✅ Komfortpakke
✅ Teknikpakke Plus
✅ Multimediapakke

Vi tilbyder:
✅ Kontant køb
✅ Finansiering
Kontakt gerne for tilbud
📞41111433 (Torben) / 27855615 (Jacob)
💻tojen@tangbiler.dk / jatho@tangbiler.dk

🔵 Moonstone Grey

🔵 GOsafe Garanti tilbydes - Nordens førende & mest omfattende brugtvognsgaranti.
Fragus Gosafe Complete Electric:
24 mdr. 6.375 ,-
36 mdr. 8.250 ,-
48 mdr. 10.125 ,-

- Varme i rattet
- Ambientebelysning 10 farver
- Wireless Apple Carplay (navigation, spotify), MirrorLink & Android Auto
- Parkeringssensor for & bag m/grafisk visning & lyd
- Sort taghimmel
- Regnsensor
- Sædevarme
- Splitbagsæde & ISOfix
- Separate armlæn
- Kopholdere
- 4x USB-C tilslutning
- Digitalt cockpit
- Trådløs telefoni & Musikstreaming via bluetooth (håndfrit til mobil)
- Dab+
- Køreprofilsindstillinger
- Automatisk nedblændelig bakspejl
- Automatisk lys NAT/DAG/TUNNEL inkl. velkomstlys & områdelys samt lys i dørhåndtag
- Elektrisk klapbare sidespejle med varme & blink

🔵 OPLADNING & MOTOR
Op til 11 KW AC /135KW DC, 77 kWh batteri netto 82kWh Brutto), CCS ladedåse til europæiske ladenetværk inkl. lynladere.

🔵AKTIVE SIKKERHEDSPROGRAMMER
- Automatisk nødbremse Front Assist m/Cykel & fodgængerregistrering
- Pre-Crash
- e-Call 112 opkald integreret i bilen
- Lane Assist vognbane assistent
- Car2X – lokal kommunikation blandt biler
- Dæktrykskontrolsystem, Airbags, Abs, Antispin, Esp, Centerairbag, e-sound. Udv. temp. måler



🔵VI TILBYDER
- Fornuftig & billig finansiering via Volkswagen Financial Services - kontakt os gerne for beregning

🔵UDLEVERING
Ved udlevering gennemgår vi sammen bilens funktioner og sikkerhedsprogrammer så du er klar til din nye bil.

For fremvisning, ring gerne i forvejen.

Velkommen hos
Volkswagen Service Lemvig

Vi tager forbehold for fejl.","Lemvig, Vestjylland",id7185,Detaljer,"Navervej 1, 7620 Lemvig",CVR-nr.: 28293585,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6327382
364.900 kr.,VW ID.4GTX 4Motion 5d,"8/2023, 17.000 km, 496 km rækkevidde, El","🔵 En Udstyrsbombe af en ID.4 GTX 4Motion!

✅ Svingbart Anhængertræk - Træk op til 1.400 kg (Ved opvejning)
✅ Avanceret adaptiv fartpilot med Travel Assist
✅ Glastag der giver en behagelig atmosfære i kabinen
✅ 4Motion 4 hjulstræk der sikrer dig vejgreb med sine 299 HK
✅ Elektrisk bagklap m. Easy open funktion
✅ Blind Spot Sensorer i sidepejlene
✅ 360 graders kamera inkl. alm. bakkamera
✅ Varme i forrude
✅ Leveres nysynet

Pakker:
✅ Designpakke Plus
✅ Sportspakke Plus
✅ Multimediapakke Plus
✅ Assistentpakke Plus

Vi tilbyder:
✅ Kontant køb
✅ Finansiering
Kontakt gerne for tilbud
📞96690346
💻siped@volkswagen-nykobing.dk

🔵 Kings Red Metallic + Sort tag

🔵 GOsafe Garanti tilbydes - Nordens førende & mest omfattende brugtvognsgaranti.
24 mdr. 6.375,-
36 mdr. 8.250,-
48 mdr. 10.125,-

- Varme i rattet
- Ambientebelysning 10 farver
- Wireless Apple Carplay (navigation, spotify), MirrorLink & Android Auto
- Parkeringssensor for & bag m/grafisk visning & lyd
- Sort taghimmel
- Regnsensor
- Sædevarme
- Splitbagsæde & ISOfix
- Separate armlæn
- Kopholdere
- 4x USB-C tilslutning
- Digitalt cockpit
- Trådløs telefoni & Musikstreaming via bluetooth (håndfrit til mobil)
- Dab+
- Køreprofilsindstillinger
- Automatisk nedblændelig bakspejl
- Automatisk lys NAT/DAG/TUNNEL inkl. velkomstlys & områdelys samt lys i dørhåndtag
- Elektrisk klapbare sidespejle med varme & blink

🔵 OPLADNING & MOTOR
Op til 11 KW AC /175KW DC, 77 kWh batteri netto 82kWh Brutto), CCS ladedåse til europæiske ladenetværk inkl. lynladere.

🔵AKTIVE SIKKERHEDSPROGRAMMER
- Automatisk nødbremse Front Assist m/Cykel & fodgængerregistrering
- Pre-Crash
- e-Call 112 opkald integreret i bilen
- Lane Assist vognbane assistent
- Car2X – lokal kommunikation blandt biler
- Dæktrykskontrolsystem, Airbags, Abs, Antispin, Esp, Centerairbag, e-sound. Udv. temp. måler

🔵HISTORIK, SERVICE & GARANTI
- Batteri garanti 8 år/160.000km (op til 70 % rækkevidde)
- Gratis dansk & europæisk vejhjælp hele levetiden på bilen (ved fortsat Autoriseret VW Service)

🔵VI TILBYDER
- Bilen leveres med 1 måneds gratis Volkswagen Forsikring

- Fornuftig & billig finansiering via Volkswagen Financial Services - kontakt os gerne for beregning

🔵UDLEVERING
Ved udlevering gennemgår vi sammen bilens funktioner og sikkerhedsprogrammer så du er klar til din nye bil.

For fremvisning, ring gerne i forvejen.

Velkommen hos
Volkswagen Thisted - Nykøbing

Vi tager forbehold for fejl.","Nykøbing M, Nordjylland",id2851,Detaljer,"Vesterbro  70, 7900 Nykøbing M",CVR-nr.: 39187639,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6310963
