Model,Pris,Kørte_kilometer,Link_til_bil
VW ID.4 GTX 4MOTION 250 kW (340 PS) Design- Komfort-Info Plus Winterräder,"69.088 €ab 910€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4MOTION 250 kW (340 PS) Design- Komfort-Info Plus Winterräder●○○○○ Hoher Preis: 69.088 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 250 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907815359&num_on_page=3&page=2&search_id=56378890&title=VW+ID.4+gebraucht+kaufen
VW ID.4 150kW Pro Performance MATRIX-LED SHZ,"28.400 €ab 375€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 150kW Pro Performance MATRIX-LED SHZ●●●○○ Fair Preis: 28.400 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 33060 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",33.060 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907913372&num_on_page=4&page=2&search_id=56378890&title=VW+ID.4+gebraucht+kaufen
VW ID.4 PURE 170PS 5J-G LED.NAVI.ACC.CCS.2xPDC.SITZ,"30.880 €ab 406€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 PURE 170PS 5J-G LED.NAVI.ACC.CCS.2xPDC.SITZ●●○○○ Erhöhter Preis: 30.880 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 125 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 25600 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",25.600 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907845257&num_on_page=5&page=2&search_id=56378890&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance | NAVI | AHK | ACC | LED |,"37.930 €ab 500€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance | NAVI | AHK | ACC | LED |●○○○○ Hoher Preis: 37.930 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 11919 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Jahreswagen, Garantie, Scheckheftgepflegt×",11.919 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908021245&num_on_page=1&page=2&search_id=56378890&title=VW+ID.4+gebraucht+kaufen
VW ID.4 PRO PERFORMANCE NAVI IQ.LIGHT LM20,"35.280 €ab 464€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 PRO PERFORMANCE NAVI IQ.LIGHT LM20●○○○○ Hoher Preis: 35.280 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 34999 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",34.999 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908025115&num_on_page=2&page=2&search_id=56301619&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET+,"34.680 €ab 456€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET+●○○○○ Hoher Preis: 34.680 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 220 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 63002 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",63.002 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908023724&num_on_page=3&page=2&search_id=56301619&title=VW+ID.4+gebraucht+kaufen
VW ID.4 PRO SILVER 82kWh LED APP-CONNECT SITZH AHK,"28.600 €ab 377€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 PRO SILVER 82kWh LED APP-CONNECT SITZH AHK●●●○○ Fair Preis: 28.600 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 61339 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",61.339 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908021439&num_on_page=4&page=2&search_id=56301619&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX 4MOTION AHK IQ.DRIVE WKR Assistenzpaket,"46.140 €ab 608€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4MOTION AHK IQ.DRIVE WKR Assistenzpaket●○○○○ Hoher Preis: 46.140 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 35000 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",35.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908006057&num_on_page=2&page=2&search_id=56378890&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Pro Perf 21 AHK 360-KAMERA IQ.LIGHT WÄRMEP.,"40.000 €ab 528€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Perf 21 AHK 360-KAMERA IQ.LIGHT WÄRMEP.●○○○○ Hoher Preis: 40.000 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 27490 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie×",27.490 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908002231&num_on_page=1&page=3&premium=false&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Elektro Pro Performance AHK/Matrix/NAV/SH,"36.440 €ab 480€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Elektro Pro Performance AHK/Matrix/NAV/SH●○○○○ Hoher Preis: 36.440 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 28155 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",28.155 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910051099&num_on_page=2&page=3&premium=false&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Family 150/77 §$ AHK Pano,"21.000 €ab 277€ finanzieren ↗●●●●● Superpreis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Family 150/77 §$ AHK Pano●●●●● Superpreis: 21.000 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2021Getriebe: AKilometerzähler: 146126 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Nebelscheinwerfer, Wegfahrsperre, Lederinterieur, Navigation, Einparkhilfe, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Servolenkung, Tempomat, Anhängerkupplung, Fensterheber×",146.126 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908261404&num_on_page=3&page=3&premium=false&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance Max Matrix ACC WP Kessy Nav,"31.290 €ab 412€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance Max Matrix ACC WP Kessy Nav●●○○○ Erhöhter Preis: 31.290 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 20000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Partikelfilter, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",20.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908219456&num_on_page=1&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Elektro GTX Matrix/P-Dach/NAV/Wärmepumpe/SH,"42.480 €ab 559€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Elektro GTX Matrix/P-Dach/NAV/Wärmepumpe/SH●○○○○ Hoher Preis: 42.480 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 10431 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Schiebedach, Servolenkung, Fensterheber×",10.431 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910112590&num_on_page=2&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Elektro GTX,"39.980 €ab 526€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Elektro GTX●○○○○ Hoher Preis: 39.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 7170 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",7.170 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910102084&num_on_page=3&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Elektro Pro Performance AHK/Matrix/NAV/RFK,"36.940 €ab 487€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Elektro Pro Performance AHK/Matrix/NAV/RFK●○○○○ Hoher Preis: 36.940 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 12714 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",12.714 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910221962&num_on_page=4&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX 4M ALL-BLACK 20/ACC/PANO/IQ-MTRX/SPORT+,"37.810 €ab 499€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX 4M ALL-BLACK 20/ACC/PANO/IQ-MTRX/SPORT+●○○○○ Hoher Preis: 37.810 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 14612 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Fensterheber×",14.612 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908320790&num_on_page=5&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX Navi AHK HUD Pano Area View Travel WP 2,"44.490 €ab 586€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX Navi AHK HUD Pano Area View Travel WP 2●○○○○ Hoher Preis: 44.490 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 225 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 25391 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Lederinterieur, Navigation, Einparkhilfe, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Tempomat, Anhängerkupplung, Fensterheber×",25.391 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910427575&num_on_page=1&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance AHK LED Navi Keyless,"30.980 €ab 408€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance AHK LED Navi Keyless●●●○○ Fair Preis: 30.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 3490 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",3.490 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910267635&num_on_page=2&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX 4M 20Z/ACC/IQ-LIGHT/SIDE/360/WÄRMEPUMPE,"38.760 €ab 510€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX 4M 20Z/ACC/IQ-LIGHT/SIDE/360/WÄRMEPUMPE●○○○○ Hoher Preis: 38.760 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 21171 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",21.171 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908165319&num_on_page=3&page=3&search_id=56378931&title=VW+ID.4+gebraucht+kaufen
