Model,Pris_DKK,Kilometer_kategori,Land
VW ID.4 Volkswagen Pro Performance mit InfotainmentPaket,343445,10386,Tyskland
VW ID.4 Pro Performance 150 kW AHKNAVIPDCSHZ,340651.25,11810,Tyskland
VW ID.4 Volkswagen Pro Performance AHK KAMERA IQ.LIGHT WÄRMEP,356203.125,19280,Tyskland
"VW ID.4 Volkswagen GTX 4M,Dach,AHK,21,IQ.LIGHT,ACC,EPH,Kamera",517355.9375,10000,Tyskland
VW ID.4 Pure LEDNavi 18 Zoll,230298.125,40737,Tyskland
VW ID.4 Pro 77 AHK Pano AreaView ACC Matrix Headup Heatpump,418019.50000000006,21800,Tyskland
VW ID.4 Pro Performance WÄRMEP PANO ACC LED Navi Sitzh,366819.375,55990,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh NaviCCS AHK LED,247712.5,74630,Tyskland
VW ID.4 Pro Performance 1st Max MatrixLEDPanoSit,329662.5,27300,Tyskland
VW ID.4 Pure Performace 1Gang Automatik Navi,227131.875,9400,Tyskland
VW ID.4 Volkswagen GTX 4Motion 21 Zoll Pano Dach AHK Sportpaket,349218.75,24500,Tyskland
VW ID.4 Pro Performance AHK Navi Matrix Kamera,350615.625,27600,Tyskland
VW ID.4 Volkswagen Pro Performance mitInfotainmentPaket,361790.625,13000,Tyskland
"VW ID.4 Volkswagen Pro Performance,IQ.LIGHT,AHK,CCS,Dach,DAB,",380769.50000000006,20000,Tyskland
VW ID.4 PERFORMANCE CCSACCKAMERALEDNAVIAPPSIT,263357.5,29700,Tyskland
VW ID.4 Pro Performance Autom Navi AHK RKamera,306846.875,20708,Tyskland
VW ID.4 125 kW Goal Pure Performance Style,459292.5,0,Tyskland
VW ID.4 Pure Performance 125 kW,255069.375,21570,Tyskland
VW ID.4 GTX 4Motion AHKMATRIXRFK,493376.25,16500,Tyskland
VW ID.4 Volkswagen Pure,228063.125,26500,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 1st ACC WP Alcantara,232719.375,87874,Tyskland
"VW ID.4 Volkswagen Pro 4M 19577 389,ohne Anzahlung AHK Wärme",344087.5625,21323,Tyskland
VW ID.4 PURE NAVIHEAD UPACCSHZPDC,250608.6875,39900,Tyskland
VW ID.4 PERFORMANCE CCSACCKAMERALEDNAVIAPPSIT,263357.5,29700,Tyskland
"VW ID.4 Pro ACC SPORTP. Winterr. Wärmep. IQ.L 0,99",344096.875,24777,Tyskland
VW ID.4 Volkswagen PromitInfotainmentPaket,301725,5714,Tyskland
VW ID.4 1st Pro Performance,330873.125,40980,Tyskland
VW ID.4 GTX Panorama AHK Wärmepumpe Sitzh. PDC ACC,403603.75,4900,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,522943.4375,10,Tyskland
VW ID.4 Volkswagen GTX BIS 23.12.,4088187.5,1,Tyskland
VW ID.4 Pro Performance 1st Edition AHKLEDKameraACC,313365.625,53590,Tyskland
VW ID.4 Pro Performance sofort,398481.875,5000,Tyskland
VW ID.4 Pro 77 4Motion AHK Pano AreaView HeadUP Matrix,482173.3125,16900,Tyskland
VW ID.4 Volkswagen GTX Allrad KLIMA LED NAVI ALU,437585.0625,14990,Tyskland
VW ID.4 Pro GOAL,498619.18750000006,0,Tyskland
VW ID.4,406863.125,9500,Tyskland
VW ID.4 GTX Allrad KLIMA LED NAVI ALU,437557.125,14990,Tyskland
VW ID.4 Volkswagen 1st MAX MATRIX NAVI WÄRMEPUMPE PANO AHK,323981.875,18501,Tyskland
VW ID.4 Pro 286PS FACELIFT AHK AssiPlusPaket IQLight,437547.8125,19950,Tyskland
VW ID.4 4Motion GTX Navi AHK IQ.Light ACC Pano PDC SHZ,434800.625,21873,Tyskland
VW ID.4 Volkswagen 4Motion GTX 5000 km 21 Zoll,395781.25,5000,Tyskland
VW ID.4 Pro 4Motion 77kWhACCWärmepumpe03.28Garantie,352757.5,9410,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,507996.875,0,Tyskland
VW ID.4 Pro PerformanceFahrerprofilauswahlSprachsteuerungParklenkassistent,339813.125,11500,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,352757.5,29900,Tyskland
VW ID.4 Volkswagen Pro Performance NAVILEDAPP82KWH 150 kW,260470.625,39470,Tyskland
VW ID.4,406863.125,9500,Tyskland
VW ID.4 Pure AHK ACCTempomat LED 2xKlima Navi,258142.5,31900,Tyskland
VW ID.4 Pro Perf 21 AHK 360KAMERA IQ.LIGHT WÄRMEP.,361790.625,27490,Tyskland
VW ID.4 Pure LED Navi PDc vohi DAB,215863.75,22690,Tyskland
VW ID.4 PURE NAVIHEAD UPACCSHZPDC,250608.6875,39900,Tyskland
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh 1GangAutomatik,437575.75000000006,0,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,342187.8125,27390,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh CCS InfoACC,278443.75,31399,Tyskland
VW ID.4 Volkswagen Pro 5J.Gar. ACC KeyLess Navi Kamera SHZG,354666.5625,16645,Tyskland
VW ID.4 Volkswagen Pure City LEDNAVIPDCSHZACC,213815,58200,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,358112.1875,13911,Tyskland
VW ID.4 Volkswagen Pure 19 KOMFORT INFOTAINMENTPAKET,232719.375,19790,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kWWärmepumpe,260740.68750000003,41800,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 313,ohne Anzahlung",302181.3125,61020,Tyskland
VW ID.4 Pro GOAL 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 FIRST EDITION MATRIX WÄRMEPUMPE PANO AHK,323795.625,39686,Tyskland
VW ID.4 Volkswagen Pro Performance DesignKomfort20AHK,408818.75,13460,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW mit InfotainmentPak,389169.375,7000,Tyskland
VW ID.4 Pure City ACC PDC LED Navi AppConnect Wärmepumpe,249360.8125,8789,Tyskland
"VW ID.4 Volkswagen Pure Performance, Infotainment Paket, LED,",243987.5,29500,Tyskland
VW ID.4 150 kW Pro Performance 1st KLIMA LED NAVI A,273321.875,37249,Tyskland
VW ID.4 Pro GOAL 77 kWh Klima Navi Rückfahrkamera,501226.68750000006,0,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,363979.0625,12673,Tyskland
VW ID.4 Pro Performance Matrix Kamera Sitzhzg Keyless Navi,371289.375,10715,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 1.HAND NAVI AHK,219588.75,1,Tyskland
VW ID.4 Volkswagen GTX,391125,19500,Tyskland
VW ID.4 Volkswagen Pro PerformanceACC Navi RKam Keyless DCC,316438.75,8761,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,466463.125,0,Tyskland
VW ID.4 Pro 77 kWh AHKWÄRMEPUMPEACCNAVIKEYLESS,501850.625,3895,Tyskland
VW ID.4 Volkswagen Pro Performance IQ.Light AR Headup AHK Nav,334784.375,43000,Tyskland
VW ID.4 Volkswagen PRO LIFE 77kWh WÄRMEPUMPE LM19 AHK,278816.25,27914,Tyskland
VW ID.4 Pure Performance Navi LED,220333.75,28660,Tyskland
VW ID.4 GTX 4M PANOIQ.LIGHTHUDTRAVEL21,425953.75,9996,Tyskland
VW ID.4 GTX Navi LED Kamera Pano AHK Stdhzg ACC SHZ,455660.625,14766,Tyskland
VW ID.4 Pro AHK Winterr. RearView Anschlussgarantie,339440.625,35392,Tyskland
VW ID.4 Move Pro 77 kWh AHK Easy Open Close,512913.87500000006,0,Tyskland
VW ID.4 Pro GOAL 210 kW 77kWh AHK REAR VIEW DRAMMEN,522943.4375,0,Tyskland
VW ID.4 GTX 4MOTION PANO NAVI LED AHK,422601.25,9218,Tyskland
VW ID.4 Pro Move 77kWh AHKWINTERRÄDERNAVIRKAMERA,464507.5,1115,Tyskland
VW ID.4 Pro Performance 1st Edition WärmepumpeNaviLED3J. Garantie,331804.375,29900,Tyskland
VW ID.4 Pro Performance 150kW Automatik,612343.4375,16909,Tyskland
VW ID.4 Pure Performance Navi LED 19 Winterräder,320815.625,8800,Tyskland
VW ID.4 GTX Panorama Navi AHK Wärmepumpe PDC ACC,403603.75,9900,Tyskland
VW ID.4 Pro 77 kWh GOAL IQ.LightAHKRFKKessyNaviTravel Assist,532796.0625,10,Tyskland
VW ID.4 Volkswagen ID4 Goal h 1Gang Design Paket,4088187.5,10,Tyskland
VW ID.4 GTX DSG 4M PanoAHKKamera,398202.5,15957,Tyskland
VW ID.4 Pro Performance NAVI PANO AHK LED,395315.625,9976,Tyskland
VW ID.4 PRO PERFORMANCE MATRIXPANOKAMAHK,372211.3125,8600,Tyskland
"VW ID.4 Volkswagen Pro h AHK, Navi",4814562.5,1,Tyskland
VW ID.4 Pro GOAL 286 PS 77 kWh SOFORT VERFÜGBAR,521267.1875,0,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh SHZ ACC NAVI LED,325378.75,7892,Tyskland
VW ID.4 Pro 77 kWh MatrixAHKLEDNavi,451144.0625,23000,Tyskland
VW ID.4 Pro Performance IQ NAV AHK KAM 20 WÄPU,340744.375,28800,Tyskland
VW ID.4 GTX 77 AHK Pano Headup AreaView Heatpump DCC,465615.6875,14900,Tyskland
VW ID.4 Volkswagen GTX ACC Kamera 360 Wärmepumpe,3808812.5,29644,Tyskland
VW ID.4 Pro Performance 77 kWh WÄPU NAVPRO KAM IQLED,346890.625,9200,Tyskland
VW ID.4 GTX 220kW ALLRAD KEYLESS PANORAMA LED NAVI,501087.00000000006,12110,Tyskland
"VW ID.4 Volkswagen 150 kW Pro Performance, RFK",362209.6875,1250,Tyskland
VW ID.4 Volkswagen 150 kW Pro PerformanceNAVRFKLANEACC,418019.50000000006,617,Tyskland
"VW ID.4 Volkswagen 150 kW Pro Perf. ACC AHK Navi NP 53979,98",358438.125,200,Tyskland
VW ID.4 GTX 4Motion AHKNAVIASSISTWÄRMEPUMPE,435731.875,7900,Tyskland
VW ID.4 GTX 4MOTION PANO NAVI LED AHK,422601.25,9218,Tyskland
VW ID.4 Pure Performance GOAL MATRIXTRAVELRFK,469331.37500000006,20,Tyskland
VW ID.4 Pro AHKACCNAVILED,488002.93750000006,0,Tyskland
VW ID.4 Volkswagen 150 kW Pro Perform. AHK Wärmep. LED Navi,409740.6875,12,Tyskland
VW ID.4 Volkswagen Pro Performance 4MOTION HEADUPMATRIXPANO,465531.875,15500,Tyskland
"VW ID.4 Pro Performance Navi, LEDMatrix, Panoramadach, Soundsystem, ACC",360766.25,15950,Tyskland
VW ID.4 Pure Performance 170 PS 52 kWh 1GangAutomatik,353865.6875,10,Tyskland
VW ID.4 Volkswagen Pure LED Navi,274718.75,8200,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,355225.3125,5937,Tyskland
VW ID.4 Volkswagen GTX 4Motion,398109.375,24750,Tyskland
VW ID.4 Pro Performance ACC ParkAss. 360 DynLi LM,342979.375,13100,Tyskland
VW ID.4 Volkswagen Pure Goal sofort verfügbar,4041625,10,Tyskland
VW ID.4 Volkswagen Pure 125kW 1Gang Automatik 4 Türen,228994.375,40931,Tyskland
VW ID.4 Pro Performance NAVIAHKACCMATRIXLED,369613.125,19900,Tyskland
VW ID.4 Volkswagen Pure Performance InfotainmentPaketACCPDC,352934.4375,14700,Tyskland
VW ID.4 Pro GOAL 77 kWh 1GangAutomatik,530626.25,0,Tyskland
VW ID.4 Volkswagen Tech,278071.25,62988,Tyskland
VW ID.4 PURE LM19 NAVIPRO SITZH ACC PDC LED,238865.625,35903,Tyskland
"VW ID.4 Pro Performance, AHK, ACC, Navi",418596.875,28000,Tyskland
VW ID.4 Pro Performance AHK LED Navi PDC vohi,266151.25,41150,Tyskland
VW ID.4 Volkswagen Pro AHKMassageWPumpeCarPlay360SpurH,403929.6875,7352,Tyskland
VW ID.4 GOAL Pro AHKIQ.LIGHTKAMERANAVICarPlay,534937.9375,0,Tyskland
VW ID.4 Volkswagen Performance Pro LED Matrix AHK Easy Open 20,350056.875,16381,Tyskland
VW ID.4 Pro Performance AHKACCIQ.LIGHTRÜCKFAHRK.SITZHZ.,405000.625,15500,Tyskland
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,376690.625,6300,Tyskland
VW ID.4 Pro MOVE 210 kW 286 PS AHK,512047.8125,0,Tyskland
VW ID.4 Volkswagen Pure GOAL h 1GangAutomatik Lagerwagen,4283750,1,Tyskland
VW ID.4 PURE AHK NAVIPRO LED ACC SITZHZ PDC,240728.125,61076,Tyskland
VW ID.4 Pure NAVI LED GRA,231881.25,26035,Tyskland
VW ID.4 GTX Wärmepumpe Panorama AHK PDCplus Matrix,385910,29999,Tyskland
VW ID.4 Pro 210 kW NAVIDWASHZKLIMAAUTO,505789.81250000006,11,Tyskland
VW ID.4 Pro SportPaket PDACH AHK WPumpe NAVI,388703.75,23750,Tyskland
VW ID.4 Volkswagen PRO UPE70 LM21 PANO AHK KAMERA,361231.875,29963,Tyskland
VW ID.4 Elektro Pro Performance,363001.25,24217,Tyskland
VW ID.4 Pro Performance W Business AHK ACC SHZ LED,315498.1875,37982,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,365189.6875,10863,Tyskland
VW ID.4 Volkswagen Pro Performance AHK LED Navi ParkPilot Alu19Hamar,3715687.5,19281,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro,334225.625,9090,Tyskland
VW ID.4 Volkswagen Pro 150kW 1Gang Automatik 4 Türen,248643.75,60073,Tyskland
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist,230735.8125,32017,Tyskland
VW ID.4 Pro Performance mit InfotainmentPaket AHK,455288.125,9999,Tyskland
VW ID.4 Volkswagen PRO LM21 AHK KAMERA NAVI,344096.875,21680,Tyskland
"VW ID.4 Volkswagen Pro Performance 77 kWh, 150 kW Anhängekpl.",409656.875,25000,Tyskland
"VW ID.4 Volkswagen Pro, 77kwh, AHK, Navi, ACC, Kamera, 19",296975.625,46000,Tyskland
VW ID.4 PURE NAVI PDC LED,234488.75,31774,Tyskland
VW ID.4 Volkswagen Pure City Mon. Leasingrate 356Euro,3017250,5904,Tyskland
VW ID.4 Volkswagen Pro mit InfotainmentPaket,404162.5,14400,Tyskland
VW ID.4 Volkswagen GTX hAHKMatrixPanoWärmepumpe04.29Garantie,5838937.5,14170,Tyskland
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",3287312.5,39500,Tyskland
VW ID.4 GTX 4MOTION AHK 21 TopSportPlus Wärmepumpe,530672.8125,17950,Tyskland
VW ID.4 Pro Performance Automatik Navi AHK RKamera,302190.62500000006,18218,Tyskland
VW ID.4 PRO LIFE 77kWh WÄRMEPUMPE LM19 AHK,290922.5,27914,Tyskland
VW ID.4 Pure Performance 125 kW LEDPDC,206458.125,73900,Tyskland
VW ID.4 Pro 4MO 77kWhAHKMatrixPanoWäPu02.29Garantie,437501.25,24080,Tyskland
VW ID.4 PRO LM21 AHK KAMERA NAVI,356203.125,21680,Tyskland
VW ID.4 Pure CCS LED Navi AppConnect DAB,352385,28000,Tyskland
VW ID.4 Volkswagen Pro AHKACCCarPlayLMel.Heck3xKlimaPDC,355690.9375,15065,Tyskland
VW ID.4 PRO LM20 AHK KAMERA NAVI,356203.125,17204,Tyskland
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,4181312.5,14000,Tyskland
VW ID.4 Pro Goal,501226.68750000006,0,Tyskland
VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open,3371125,25966,Tyskland
VW ID.4 Volkswagen PRO LM20 AHK KAMERA NAVI,344096.875,17204,Tyskland
VW ID.4 Pro Performance AHK360MATRIXCCSASSISTS,344469.375,27511,Tyskland
VW ID.4 Volkswagen Pure Performance Automatik CCSAHK19 Pure,232803.18750000003,25807,Tyskland
VW ID.4 Pro Performance WÄRMEAHKLEDACCNAVICAM,362815,9950,Tyskland
VW ID.4 Pure Performance 52kWh ACC Plus IQ.Light,358438.125,10911,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi Matrix Kamera,3715687.5,27600,Tyskland
VW ID.4 Volkswagen 4Motion GTX mit InfotainmentPaket,391115.6875,27500,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,353409.375,6450,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,367331.5625,7093,Tyskland
VW ID.4 Pro 286 PS 77 kWh 1GangAutomatik,507978.25000000006,0,Tyskland
VW ID.4 Volkswagen Pro PerformanceLEDNaviAHK Klima,325844.375,39000,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh KomfortDesign,284962.5,34830,Tyskland
VW ID.4 Volkswagen GTX PANO WINTERRÄDER GARANTIE,3967125,12518,Tyskland
VW ID.4 Pro Performance FIRST EDITION NAVI LED,293623.125,19976,Tyskland
VW ID.4 Pro Performance Navi LED AHK,366074.375,14000,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,520335.9375,0,Tyskland
VW ID.4 Elektro 4Motion GTX AHKMatrixPDachNAV,409191.25,15658,Tyskland
VW ID.4 Elektro Pro MatrixAHKNAVPDachPDCSH,409563.75,14535,Tyskland
VW ID.4 Pro Performance HeadUp Panodach AHK Navi,545200.3125,3900,Tyskland
VW ID.4 Volkswagen Pro Performance,3929875,17380,Tyskland
VW ID.4 Volkswagen 150 kW Life Performance Upgrade ProLEDNAVI,283845,26274,Tyskland
VW ID.4 PRO UPE70 LM21 PANO AHK KAMERA,373338.125,29963,Tyskland
VW ID.4 GTX 4Motion 220 kW,406956.25,19500,Tyskland
VW ID.4 Volkswagen Pro 195 kW 4MOTION PANOAHKHUDNAVIMET,372034.375,14700,Tyskland
VW ID.4 Pure 52 kWh 125 kW Goal 5 Türen,467953.125,0,Tyskland
VW ID.4 Volkswagen Pro ACC DAB LED LKA KEYLESS TPM FWC PDC 19,325844.375,25671,Tyskland
VW ID.4 Volkswagen GTX 4Motion sofort verfügbar,4637625,13000,Tyskland
VW ID.4 Pro Performance AHK CAM ACC LM20 NAVI,348138.5,9523,Tyskland
VW ID.4 Volkswagen Pro Perfor LED PDC ACC Klima Einparkhilfe,316159.375,22500,Tyskland
VW ID.4 Volkswagen GTX 4MOTION 20INFOKOMFORTASSISTENZWÄ,389914.375,12436,Tyskland
VW ID.4 Pro Performance NAVI AHK PANO LED,384047.5,24215,Tyskland
VW ID.4 Volkswagen Pro Performance IQ.Light AR Headup NaviPro,423253.125,22500,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW PDC NAVI LED,265313.125,34523,Tyskland
VW ID.4 Pro Performance 1st NaviPro AHK ACC,306846.875,51500,Tyskland
VW ID.4 Volkswagen GTX 4Motion sofort verfügbar,4637625,13000,Tyskland
VW ID.4 Volkswagen Pure 149PS Navi18LED CCS,212325,33299,Tyskland
VW ID.4 Pure Performance 125 kW IQ.LIGHT Discover Pro,376038.75,6600,Tyskland
VW ID.4 Elektro Pro Performance AHKNAVLEDRFKACC,265220,41514,Tyskland
VW ID.4 Volkswagen GTX 4M SportKomfortPlusIQ.LED Waermepumpe,390193.75,22080,Tyskland
VW ID.4 Volkswagen Pro Performance 77kWh SOFORTAHKAREAVIEW,399413.125,19094,Tyskland
VW ID.4 FIRST EDITION MATRIX WÄRMEPUMPE PANO AHK,328451.875,39686,Tyskland
VW ID.4 Pro 77kWh,486252.1875,0,Tyskland
VW ID.4 Volkswagen GTX Navi Pano AHK IQLED ACC PDC SHZ DCC HU,418969.375,34412,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW,251344.375,16500,Tyskland
VW ID.4 Pro Perf. 1st Edition 20 NAVI LED ACC KAMERA,294740.625,40150,Tyskland
"VW ID.4 Volkswagen Pro ACC SPORTP. Winterr. Wärmep. IQ.L 0,99",3222125,24777,Tyskland
VW ID.4 Volkswagen Pure Performance NaviPDCLEDKlima,228994.375,37191,Tyskland
VW ID.4 Pure Performace 1Gang Automatik Navi,232719.375,15900,Tyskland
VW ID.4 Volkswagen Pro Performance HEADUPKAMERAMATRIXKESSY,406863.125,16000,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pure City,246781.25,46500,Tyskland
VW ID.4 Volkswagen GTX AHKMassageWPumpeCarPlay360HUDPDC,424789.6875,17490,Tyskland
VW ID.4 PURE LM19 AHK WÄRMEPUMPE NAVIPRO,251344.375,61771,Tyskland
VW ID.4 Volkswagen Pro Performance mit WERKSGARANTIE,357600,25300,Tyskland
VW ID.4 MAX PRO PERFORMANCE MATRIX PANO LM21 AHK,369147.5,26000,Tyskland
VW ID.4 Volkswagen Pro AHKMatrixNaviACCLEDCarPlaySHZG,353549.0625,10350,Tyskland
VW ID.4 Volkswagen Pro Performance AHK LED Navi ParkPilot Alu19Hamar,3715687.5,19281,Tyskland
VW ID.4 MAX PRO PERFORMANCE MATRIX PANO LM21 AHK,369147.5,26000,Tyskland
VW ID.4 Pure Perfor. 52 kWh 125 kW Pure mit Navi 5 Türen,357879.375,15000,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI AHK ACC LED,347533.1875,11919,Tyskland
VW ID.4 Pro Performance 77 kWh GJR InterieurPlus,445975.625,19999,Tyskland
VW ID.4 Volkswagen PRO LM19 NAVIPRO APPCONNECT PDC,231695,57718,Tyskland
VW ID.4 Volkswagen Pure Ganzjahresreifen KAMERA KEYLESS LED BT,2691312.5,9339,Tyskland
"VW ID.4 Volkswagen First Edition elektr.150 kW AHK schwenkbar,",400428.1875,24292,Tyskland
VW ID.4 GTX 4M WÄRMEPANOIQLAHKNAVIACCHdUp,399413.125,26000,Tyskland
VW ID.4 PURE LM18 WÄRMEPUMPE NAVIPRO SITZH ACC,237003.125,26595,Tyskland
VW ID.4 Volkswagen 1st Pro Performance 77 kWh 1st,293343.75,19500,Tyskland
VW ID.4 GTX 220kW 4Motion ACCAHKHUDNAVMATRIX,372406.875,12500,Tyskland
VW ID.4 GTX 4mot. AHKACCWärmepumpeMatrixLED,455288.125,30000,Tyskland
VW ID.4 Volkswagen Pro GOAL 4M WÄRMEHUP360WRMATRIX,5783062.5,10,Tyskland
VW ID.4 Pro Performance 77 kWh GJR InterieurPlus,445975.625,19999,Tyskland
VW ID.4 Volkswagen Max 82 kWh 360 ACC PANO LKA MATRIX HEATPUM,269596.875,73726,Tyskland
VW ID.4 Volkswagen 52 KWh PURE PERFORMANCE 170 PS NAVIPDCGANZJAH,176471.875,120090,Tyskland
VW ID.4 Volkswagen GTX 4 MotionACCPDCIQLight Einparkhilfe,406537.1875,8850,Tyskland
VW ID.4 Pro Performance 150 kWArea ViewHeadupNa,344469.375,26050,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi Matrix ACC,3650500,24650,Tyskland
VW ID.4 Volkswagen Pro,311875.625,8900,Tyskland
VW ID.4 Volkswagen GTX LM20 PANO WÄRMEPUMPE SPORTPAKET,315507.5,63002,Tyskland
"VW ID.4 Volkswagen Pro ACC SPORTP. Winterr. Wärmep. IQ.L 0,99",3222125,24777,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE NAVI IQ.LIGHT LM20,321095,34999,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW Navi LED,255907.5,19988,Tyskland
VW ID.4 Pro Performance Matrix Sitzhzg Pano Navi Kamera,371289.375,36995,Tyskland
VW ID.4 Volkswagen Pro Performance AHKKOMFORTPAKET,363094.375,12655,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,365655.3125,10278,Tyskland
VW ID.4 GTX 4M WÄRMEPANOIQLAHKNAVACC21DCC,395595,19900,Tyskland
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,378553.125,10530,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,531864.8125,0,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,347775.3125,8686,Tyskland
VW ID.4 Volkswagen GTX 220 kW 4Motion GTX,325751.25,49692,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh Bluetooth LED,522943.4375,0,Tyskland
VW ID.4 Pure 109 kW,214094.375,79547,Tyskland
VW ID.4 Pro Performance AHKWÄRMEPUMPE21ZOLLKAMERA,344553.1875,10400,Tyskland
VW ID.4 Volkswagen Pro Performance KomfortAssis19Wärmepumpe,297068.75,17480,Tyskland
"VW ID.4 Pro Performance 1st Max AHK, PANOR.SD, NAVI",331012.8125,42900,Tyskland
VW ID.4 Pro Performance NAVI PANO AHK LED,388331.25,9976,Tyskland
VW ID.4 GTX 4M MATRIX ACC 21 DCC WÄPU NAVI CAM,350988.125,19900,Tyskland
VW ID.4 Volkswagen Pro Performance Navi LED LaneAssist FrontAssist,3529437.5,38405,Tyskland
VW ID.4 PRO PERFORMANCE LEDKAMERAAHKPANO,366903.1875,24350,Tyskland
VW ID.4 Volkswagen GTX 4MOTION Design KomfortInfo Plus Winterräder,6583937.5,0,Tyskland
VW ID.4 Volkswagen Pure Navi LED LaneAssist AppConnect,2598187.5,45365,Tyskland
VW ID.4 GTX 4Motion 220 kW,406956.25,19500,Tyskland
VW ID.4 Volkswagen ID.4Pro PerformanceDesign PAndroid AApple C.,376672.00000000006,1000,Tyskland
VW ID.4 Volkswagen Pro Performance Navi LED LaneAssist FrontAssist,3529437.5,38405,Tyskland
VW ID.4 Volkswagen Pro Performance 150kw LEDNAVIACCSHZCCS,265033.75,41688,Tyskland
VW ID.4 Volkswagen 4Motion GTX AHK NAV MJ2023 5 Jahre Garantie 8fach,362256.25,26000,Tyskland
VW ID.4 Pro Performance WÄRMENAVIAHKACCRCAM,341023.75,17900,Tyskland
VW ID.4 GTX 77kWh Navi LED Kamera Pano,344469.375,32990,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,358391.5625,14108,Tyskland
VW ID.4 Volkswagen GTX AHK Matrix Panorama Head UP Sthz ACC Na,548385.1875,9000,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pro,409750,10300,Tyskland
VW ID.4 Volkswagen Pure Navi LED LaneAssist AppConnect,2598187.5,45365,Tyskland
VW ID.4 Pro Performance 1st First Edition AHKACCL,297068.75,42792,Tyskland
VW ID.4 PRO PERFORMANCE 204PS NP.67T ACC.5JG.AHK.W,360207.5,19950,Tyskland
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,378553.125,10530,Tyskland
VW ID.4 Pro Performance Navi AHK LED Heckleuchten Sitzheizung Leichtmetallfelgen Pro Perfo,351546.875,22969,Tyskland
VW ID.4 Volkswagen GTX Autom. 4Motion Design21Komfort AHK,446068.75,6060,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,363979.0625,10776,Tyskland
VW ID.4 Pro Performance Navi LED AHK,360021.25,14000,Tyskland
VW ID.4 Pro LM19 AHK WÄRMEPUMPE NAVIPRO ACC SITZHZG,271738.75,49850,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh GJR InterieurPlus,434800.625,19999,Tyskland
VW ID.4 1st,300225.6875,30316,Tyskland
VW ID.4 Volkswagen 109 kW Pure NAVIWinterpaketSHZPDCLED,229832.5,32169,Tyskland
